user_id,signup_date,signup_month,source,plan,ab_variant,activated,first_applied,retained_7d,retained_30d,sessions_per_week,applies_per_session,ai_applies_pct,msg_open_rate,followup_click_rate
U00213,2024-09-19,2024-09,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,4,4.2,0.89,0.33,0.21
U00214,2024-01-28,2024-01,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,1,1,4.2,1.0,0.4,0.2
U00215,2024-12-31,2024-12,Referral,Pro,A - Control (Old Onboarding),1,1,0,0,3,2.4,1.0,0.33,0.03
U00216,2024-03-12,2024-03,Referral,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00217,2024-01-10,2024-01,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,1,3,3.7,0.77,0.5,0.16
U00218,2024-06-03,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,3,3.7,0.58,0.46,0.15
U00219,2024-09-12,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,4,3.6,0.84,0.21,0.23
U00220,2024-05-03,2024-05,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,3,2.2,0.45,0.35,0.26
U00221,2024-10-05,2024-10,LinkedIn Ad,Team,B - Variant (AI Job Match),1,1,1,0,2,5.1,0.83,0.39,0.16
U00222,2024-05-09,2024-05,Referral,Free,A - Control (Old Onboarding),1,1,1,0,3,3.2,0.94,0.32,0.16
U00223,2024-06-19,2024-06,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00224,2024-12-16,2024-12,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00225,2024-02-02,2024-02,Referral,Team,A - Control (Old Onboarding),1,1,0,0,1,1.5,0.99,0.51,0.17
U00226,2024-06-10,2024-06,Twitter/X,Free,B - Variant (AI Job Match),1,1,0,0,1,4.6,0.86,0.37,0.22
U00227,2024-04-07,2024-04,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,2,2.0,0.86,0.44,0.29
U00228,2024-08-11,2024-08,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,2,2.3,0.93,0.35,0.28
U00229,2024-09-22,2024-09,Organic Search,Free,A - Control (Old Onboarding),1,0,0,0,1,2.9,0.63,0.21,0.14
U00230,2024-04-02,2024-04,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00231,2024-06-05,2024-06,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,0,0,1,2.7,0.89,0.19,0.16
U00232,2024-06-29,2024-06,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,4.0,0.8,0.36,0.13
U00233,2024-07-26,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00234,2024-03-14,2024-03,Product Hunt,Free,A - Control (Old Onboarding),1,1,0,0,3,1.9,0.54,0.16,0.07
U00235,2024-07-04,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00236,2024-07-08,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,0,0,3,3.6,0.9,0.5,0.24
U00237,2024-05-07,2024-05,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00238,2024-10-14,2024-10,Organic Search,Pro,B - Variant (AI Job Match),1,1,0,0,1,6.0,0.82,0.39,0.17
U00239,2024-09-08,2024-09,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,0.7,0.8,0.36,0.25
U00240,2024-12-15,2024-12,Twitter/X,Team,B - Variant (AI Job Match),1,1,1,1,1,4.3,0.68,0.28,0.37
U00241,2024-03-21,2024-03,Referral,Team,B - Variant (AI Job Match),1,1,1,1,5,5.7,0.85,0.48,0.22
U00242,2024-03-12,2024-03,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,4.7,0.81,0.24,0.28
U00243,2024-03-07,2024-03,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00244,2024-09-02,2024-09,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,0,0,0,1,3.7,1.0,0.48,0.14
U00245,2024-11-24,2024-11,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,2,3.2,0.95,0.29,0.18
U00246,2024-10-09,2024-10,Referral,Free,B - Variant (AI Job Match),1,1,1,1,1,4.7,0.59,0.3,0.05
U00247,2024-03-19,2024-03,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,4,4.5,0.71,0.38,0.07
U00248,2024-09-22,2024-09,Product Hunt,Pro,A - Control (Old Onboarding),1,1,1,1,4,5.5,0.73,0.25,0.18
U00249,2024-09-30,2024-09,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,6.7,0.61,0.09,0.16
U00250,2024-11-05,2024-11,Organic Search,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00251,2024-02-11,2024-02,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,6,4.1,0.68,0.37,0.13
U00252,2024-09-11,2024-09,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,4,3.1,0.64,0.28,0.28
U00253,2024-07-26,2024-07,Organic Search,Free,A - Control (Old Onboarding),1,1,1,0,6,4.2,0.7,0.33,0.25
U00254,2024-06-09,2024-06,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,2,3.9,0.6,0.2,0.14
U00255,2024-09-20,2024-09,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,0,6,3.4,0.63,0.36,0.12
U00256,2024-07-15,2024-07,Product Hunt,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00257,2024-06-16,2024-06,Twitter/X,Pro,A - Control (Old Onboarding),1,0,0,0,1,1.8,0.84,0.15,0.19
U00258,2024-08-27,2024-08,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00259,2024-09-15,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,4.0,0.63,0.24,0.13
U00260,2024-11-30,2024-11,Referral,Free,A - Control (Old Onboarding),1,1,1,0,4,2.9,0.75,0.48,0.09
U00261,2024-07-25,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,2,5.2,0.79,0.36,0.28
U00262,2024-10-08,2024-10,Organic Search,Team,B - Variant (AI Job Match),1,1,1,0,2,3.6,0.9,0.26,0.26
U00263,2024-06-22,2024-06,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00264,2024-07-24,2024-07,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,3.8,0.62,0.27,0.16
U00265,2024-11-06,2024-11,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,4,5.2,0.71,0.54,0.29
U00266,2024-06-02,2024-06,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,5,4.4,0.69,0.3,0.19
U00267,2024-01-09,2024-01,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,1,2.5,0.69,0.2,0.08
U00268,2024-12-18,2024-12,Referral,Free,A - Control (Old Onboarding),1,0,0,0,1,2.4,0.97,0.31,0.21
U00269,2024-10-23,2024-10,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,0,0,2,3.7,0.74,0.5,0.12
U00270,2024-07-13,2024-07,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00271,2024-02-26,2024-02,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,2.6,0.51,0.35,0.07
U00272,2024-11-09,2024-11,Twitter/X,Pro,B - Variant (AI Job Match),1,1,1,1,1,1.3,0.94,0.34,0.32
U00273,2024-12-05,2024-12,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,3,3.9,0.74,0.44,0.13
U00274,2024-12-12,2024-12,Referral,Pro,B - Variant (AI Job Match),1,1,1,1,2,4.4,0.91,0.32,0.28
U00275,2024-10-12,2024-10,Organic Search,Team,B - Variant (AI Job Match),1,1,1,0,2,4.8,0.89,0.32,0.13
U00276,2024-09-02,2024-09,Organic Search,Team,B - Variant (AI Job Match),1,1,1,1,5,2.8,0.98,0.4,0.16
U00277,2024-07-21,2024-07,Product Hunt,Team,B - Variant (AI Job Match),1,1,1,1,1,2.9,0.86,0.34,0.22
U00278,2024-08-14,2024-08,Referral,Pro,A - Control (Old Onboarding),1,1,0,0,1,3.1,1.0,0.15,0.14
U00279,2024-05-19,2024-05,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,3.7,0.79,0.18,0.21
U00280,2024-11-22,2024-11,Organic Search,Free,A - Control (Old Onboarding),1,1,1,0,9,5.0,0.7,0.41,0.09
U00281,2024-03-21,2024-03,LinkedIn Ad,Team,B - Variant (AI Job Match),1,1,0,0,1,4.6,0.73,0.4,0.24
U00282,2024-06-13,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,6.7,0.69,0.3,0.13
U00283,2024-01-20,2024-01,Twitter/X,Free,B - Variant (AI Job Match),1,0,0,0,1,3.4,0.88,0.48,0.14
U00284,2024-07-22,2024-07,Product Hunt,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00285,2024-05-28,2024-05,Product Hunt,Free,B - Variant (AI Job Match),1,0,0,0,1,5.1,0.57,0.41,0.18
U00286,2024-05-25,2024-05,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00287,2024-03-09,2024-03,Product Hunt,Free,A - Control (Old Onboarding),1,1,0,0,2,3.5,0.62,0.44,0.23
U00288,2024-05-11,2024-05,Referral,Free,A - Control (Old Onboarding),1,1,1,0,2,0.5,0.83,0.3,0.02
U00289,2024-11-23,2024-11,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,1,5,2.9,0.82,0.33,0.2
U00290,2024-06-14,2024-06,Twitter/X,Free,A - Control (Old Onboarding),1,1,0,0,1,1.5,0.59,0.41,0.1
U00291,2024-10-25,2024-10,Referral,Free,B - Variant (AI Job Match),1,1,1,1,4,6.0,0.51,0.28,0.2
U00292,2024-07-26,2024-07,Referral,Team,B - Variant (AI Job Match),1,1,1,0,2,5.0,0.7,0.45,0.11
U00293,2024-07-07,2024-07,Referral,Free,A - Control (Old Onboarding),1,1,0,0,3,6.5,0.68,0.52,0.2
U00294,2024-07-31,2024-07,Referral,Pro,B - Variant (AI Job Match),1,1,0,0,1,3.5,0.75,0.38,0.23
U00295,2024-12-14,2024-12,Referral,Pro,A - Control (Old Onboarding),1,1,1,0,4,2.7,0.93,0.42,0.11
U00296,2024-02-01,2024-02,Product Hunt,Pro,A - Control (Old Onboarding),1,1,0,0,1,2.8,0.91,0.48,0.11
U00297,2024-08-14,2024-08,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,3,5.5,0.95,0.35,0.14
U00298,2024-08-20,2024-08,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,3,3.4,0.83,0.52,0.13
U00299,2024-05-10,2024-05,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,4,3.7,0.91,0.24,0.11
U00300,2024-02-05,2024-02,Twitter/X,Free,A - Control (Old Onboarding),1,1,0,0,1,1.9,0.9,0.28,0.14
U00301,2024-11-26,2024-11,Twitter/X,Free,B - Variant (AI Job Match),1,0,0,0,1,2.2,0.51,0.33,0.25
U00302,2024-07-12,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,1,3,4.4,0.86,0.44,0.07
U00303,2024-10-02,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00304,2024-01-12,2024-01,Twitter/X,Free,B - Variant (AI Job Match),1,1,1,0,4,2.4,0.78,0.4,0.18
U00305,2024-03-20,2024-03,Organic Search,Team,B - Variant (AI Job Match),1,1,1,0,2,3.2,0.86,0.37,0.19
U00306,2024-01-09,2024-01,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,3.6,0.93,0.48,0.09
U00307,2024-05-05,2024-05,Referral,Free,A - Control (Old Onboarding),1,0,0,0,1,3.1,0.76,0.4,0.13
U00308,2024-01-29,2024-01,Organic Search,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00309,2024-10-21,2024-10,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,6,4.8,0.57,0.43,0.24
U00310,2024-04-23,2024-04,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,4,5.5,0.8,0.55,0.13
U00311,2024-10-11,2024-10,LinkedIn Ad,Team,B - Variant (AI Job Match),1,1,1,0,4,3.7,0.87,0.34,0.05
U00312,2024-03-17,2024-03,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,5.9,0.69,0.31,0.24
U00313,2024-03-14,2024-03,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,1,3,3.5,0.72,0.21,0.21
U00314,2024-04-14,2024-04,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,2,3.6,0.72,0.45,0.03
U00315,2024-01-27,2024-01,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00316,2024-04-06,2024-04,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,4,4.8,0.61,0.4,0.12
U00317,2024-06-04,2024-06,Twitter/X,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00318,2024-03-01,2024-03,Referral,Pro,B - Variant (AI Job Match),1,1,1,1,1,4.3,0.79,0.21,0.16
U00319,2024-06-13,2024-06,Referral,Free,B - Variant (AI Job Match),1,1,1,0,4,3.5,0.88,0.11,0.26
U00320,2024-02-20,2024-02,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,1,3,3.9,0.84,0.26,0.21
U00321,2024-04-23,2024-04,Referral,Free,B - Variant (AI Job Match),1,1,1,1,2,4.4,1.0,0.23,0.28
U00322,2024-04-27,2024-04,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,1,0,5,3.3,0.78,0.33,0.27
U00323,2024-11-24,2024-11,Referral,Free,B - Variant (AI Job Match),1,1,1,1,3,1.5,0.86,0.29,0.05
U00324,2024-10-04,2024-10,Twitter/X,Team,B - Variant (AI Job Match),1,1,0,0,1,3.5,0.62,0.43,0.27
U00325,2024-01-25,2024-01,Referral,Free,B - Variant (AI Job Match),1,1,1,0,3,4.7,0.89,0.41,0.24
U00326,2024-07-10,2024-07,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00327,2024-12-03,2024-12,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,2,5.0,0.76,0.36,0.22
U00328,2024-01-09,2024-01,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00329,2024-04-01,2024-04,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,4.1,0.94,0.32,0.12
U00330,2024-05-16,2024-05,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,1,5.2,0.7,0.2,0.18
U00331,2024-06-02,2024-06,Referral,Pro,B - Variant (AI Job Match),1,1,1,1,4,4.4,0.95,0.22,0.12
U00332,2024-10-09,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,1,2.4,0.79,0.44,0.22
U00333,2024-11-26,2024-11,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,1,1,3.8,0.78,0.29,0.18
U00334,2024-12-20,2024-12,Product Hunt,Free,A - Control (Old Onboarding),1,0,0,0,5,2.2,0.8,0.27,0.19
U00335,2024-10-05,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,3,4.1,0.66,0.46,0.14
U00336,2024-10-27,2024-10,Organic Search,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00337,2024-06-02,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,5.0,0.79,0.47,0.21
U00338,2024-06-18,2024-06,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,0,0,4,6.3,0.82,0.2,0.14
U00339,2024-06-26,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,4.9,0.85,0.39,0.23
U00340,2024-07-22,2024-07,Twitter/X,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00341,2024-08-18,2024-08,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,2,5.6,0.96,0.34,0.25
U00342,2024-02-13,2024-02,Referral,Free,A - Control (Old Onboarding),1,1,1,0,5,4.8,0.91,0.43,0.21
U00343,2024-03-19,2024-03,Referral,Free,A - Control (Old Onboarding),1,1,1,0,2,2.4,0.74,0.42,0.06
U00344,2024-03-08,2024-03,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,5,4.5,0.61,0.44,0.2
U00345,2024-11-01,2024-11,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,0,5,2.2,0.64,0.32,0.13
U00346,2024-05-04,2024-05,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,2.5,0.69,0.33,0.21
U00347,2024-02-02,2024-02,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00348,2024-07-03,2024-07,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,3,3.8,0.79,0.28,0.15
U00349,2024-07-21,2024-07,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,3.8,0.76,0.36,0.37
U00350,2024-11-29,2024-11,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00351,2024-04-12,2024-04,LinkedIn Ad,Free,A - Control (Old Onboarding),1,0,0,0,1,0.7,0.49,0.3,0.1
U00352,2024-11-20,2024-11,LinkedIn Ad,Free,A - Control (Old Onboarding),1,0,0,0,3,4.8,0.87,0.35,0.1
U00353,2024-07-20,2024-07,LinkedIn Ad,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00354,2024-04-02,2024-04,Referral,Free,B - Variant (AI Job Match),1,1,1,1,5,3.6,0.76,0.37,0.09
U00355,2024-12-20,2024-12,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,1,3,2.7,0.91,0.25,0.13
U00356,2024-03-19,2024-03,Referral,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00357,2024-09-02,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00358,2024-08-02,2024-08,LinkedIn Ad,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00359,2024-10-01,2024-10,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,1,0,2,1.6,1.0,0.36,0.14
U00360,2024-10-15,2024-10,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00361,2024-08-08,2024-08,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00362,2024-10-12,2024-10,LinkedIn Ad,Free,A - Control (Old Onboarding),1,0,0,0,1,2.4,0.78,0.46,0.14
U00363,2024-10-28,2024-10,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,5.2,0.72,0.27,0.13
U00364,2024-02-13,2024-02,Organic Search,Team,A - Control (Old Onboarding),1,1,1,0,3,4.2,0.84,0.28,0.1
U00365,2024-08-31,2024-08,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,1,3.9,0.89,0.29,0.26
U00366,2024-01-12,2024-01,Product Hunt,Free,B - Variant (AI Job Match),1,0,0,0,1,3.8,0.65,0.37,0.07
U00367,2024-05-04,2024-05,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,3,1.9,0.81,0.41,0.31
U00368,2024-11-18,2024-11,Organic Search,Free,A - Control (Old Onboarding),1,1,1,0,3,2.9,0.75,0.33,0.2
U00369,2024-07-18,2024-07,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00370,2024-02-02,2024-02,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,0,2,5.3,1.0,0.44,0.1
U00371,2024-09-07,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,5,2.7,0.59,0.37,0.18
U00372,2024-11-12,2024-11,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00373,2024-10-29,2024-10,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,5,2.4,0.8,0.23,0.06
U00374,2024-09-18,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,3.6,0.66,0.26,0.05
U00375,2024-11-26,2024-11,Twitter/X,Free,A - Control (Old Onboarding),1,1,0,0,1,0.6,0.57,0.32,0.19
U00376,2024-11-13,2024-11,Organic Search,Free,A - Control (Old Onboarding),1,0,0,0,4,3.7,0.81,0.37,0.06
U00377,2024-10-14,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,2,4.3,0.74,0.27,0.21
U00378,2024-09-07,2024-09,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,1,4.7,0.74,0.31,0.07
U00379,2024-08-22,2024-08,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,1,0,6,4.0,0.7,0.06,0.15
U00380,2024-07-06,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,0,3,5.6,0.9,0.38,0.14
U00381,2024-11-30,2024-11,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,4.4,0.73,0.51,0.21
U00382,2024-08-12,2024-08,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,2,3.1,0.81,0.14,0.26
U00383,2024-12-29,2024-12,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,3.9,0.63,0.51,0.12
U00384,2024-10-18,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,1,2,2.8,0.68,0.36,0.25
U00385,2024-09-20,2024-09,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00386,2024-07-29,2024-07,Twitter/X,Team,B - Variant (AI Job Match),1,1,1,0,6,5.9,0.91,0.32,0.26
U00387,2024-05-06,2024-05,Referral,Free,A - Control (Old Onboarding),1,1,0,0,2,5.6,0.4,0.41,0.06
U00388,2024-08-19,2024-08,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,6,6.2,1.0,0.27,0.21
U00389,2024-08-20,2024-08,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00390,2024-02-17,2024-02,Referral,Free,B - Variant (AI Job Match),1,1,1,1,4,3.9,0.62,0.32,0.1
U00391,2024-08-07,2024-08,Product Hunt,Free,A - Control (Old Onboarding),1,1,1,0,1,2.7,0.68,0.33,0.17
U00392,2024-06-24,2024-06,Product Hunt,Pro,A - Control (Old Onboarding),1,1,1,0,5,2.2,0.85,0.42,0.14
U00393,2024-03-21,2024-03,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,3,5.0,0.48,0.28,0.23
U00394,2024-03-22,2024-03,Product Hunt,Pro,A - Control (Old Onboarding),1,1,0,0,1,3.6,0.6,0.37,0.1
U00395,2024-11-28,2024-11,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00396,2024-04-29,2024-04,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,4.8,0.62,0.5,0.12
U00397,2024-09-22,2024-09,Referral,Free,B - Variant (AI Job Match),1,0,0,0,2,3.0,0.63,0.19,0.14
U00398,2024-08-04,2024-08,Referral,Free,A - Control (Old Onboarding),1,1,1,0,3,1.4,0.83,0.43,0.31
U00399,2024-06-02,2024-06,Organic Search,Pro,B - Variant (AI Job Match),1,0,0,0,2,2.0,0.79,0.45,0.19
U00400,2024-03-14,2024-03,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,1,3.1,0.64,0.26,0.24
U00401,2024-07-29,2024-07,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00402,2024-03-12,2024-03,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00403,2024-06-10,2024-06,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,2,6.0,0.83,0.26,0.23
U00404,2024-05-25,2024-05,Referral,Free,B - Variant (AI Job Match),1,1,1,0,1,5.1,0.85,0.37,0.16
U00405,2024-07-19,2024-07,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00406,2024-09-10,2024-09,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,1,4.0,0.68,0.35,0.16
U00407,2024-01-07,2024-01,Twitter/X,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00408,2024-10-18,2024-10,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00409,2024-02-07,2024-02,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,2.9,0.74,0.43,0.18
U00410,2024-09-16,2024-09,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,2,5.1,1.0,0.36,0.19
U00411,2024-03-19,2024-03,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,1,4.5,0.61,0.27,0.26
U00412,2024-11-20,2024-11,Referral,Free,B - Variant (AI Job Match),1,1,0,0,2,1.8,0.81,0.26,0.2
U00413,2024-05-02,2024-05,Organic Search,Free,A - Control (Old Onboarding),1,1,1,0,1,1.7,0.88,0.46,0.19
U00414,2024-03-30,2024-03,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,4,3.9,0.81,0.34,0.2
U00415,2024-05-12,2024-05,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,3,3.2,0.52,0.46,0.26
U00416,2024-01-16,2024-01,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,6.3,0.8,0.44,0.24
U00417,2024-11-17,2024-11,Organic Search,Free,A - Control (Old Onboarding),1,1,1,1,1,2.2,0.51,0.44,0.2
U00418,2024-02-22,2024-02,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00419,2024-01-02,2024-01,Organic Search,Pro,A - Control (Old Onboarding),1,1,1,0,1,2.9,1.0,0.57,0.23
U00420,2024-01-19,2024-01,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,0,7,2.9,0.95,0.25,0.04
U00421,2024-05-18,2024-05,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00422,2024-01-27,2024-01,Organic Search,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00423,2024-02-05,2024-02,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,1,5,2.8,0.91,0.24,0.17
U00424,2024-05-29,2024-05,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,1.7,0.64,0.25,0.16
U00425,2024-04-10,2024-04,Referral,Free,B - Variant (AI Job Match),1,1,1,0,2,4.7,0.74,0.33,0.1
